Source,Team,Rank,ensembl_gene_id,hgnc_symbol,Target_Choice_Justification,Predicted_Therapeutic_Direction,Data_used_to_support_target_selection,data_synapseID,study,input_data
Community,Chang Lab,PS2-8,ENSG00000062485,CS,CS was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-9,ENSG00000174886,NDUFA11,NDUFA11 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-10,ENSG00000138095,LRPPRC,LRPPRC was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-11,ENSG00000071127,WDR1,WDR1 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-12,ENSG00000171791,BCL2,BCL2 was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS2-13,ENSG00000108424,KPNB1,KPNB1 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-14,ENSG00000069966,GNB5,GNB5 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-15,ENSG00000067057,PFKP,"PFKP was identified as an important key driver by predictive network analysis in microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and Brodmann area 10 in MSBB cohort.",Antagonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-16,ENSG00000197283,SYNGAP1,SYNGAP1 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-17,ENSG00000106554,CHCHD3,CHCHD3 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-18,ENSG00000167645,YIF1B,YIF1B was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS2-19,ENSG00000006125,AP2B1,"AP2B1 was identified as an important key driver by predictive network analysis in frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-20,ENSG00000134352,IL6ST,IL6ST was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS2-21,ENSG00000145819,ARHGAP26,"ARHGAP26 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-22,ENSG00000186522,SEPT11,"SEPT11 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and Brodmann area 10 in MSBB cohort.",Antagonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Mayo, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-23,ENSG00000130226,DPP6,"DPP6 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Mayo, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-24,ENSG00000116675,DNAJC6,"DNAJC6 was identified as an important key driver by predictive network analysis in microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-25,ENSG00000079387,SENP1,SENP1 was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS2-26,ENSG00000126267,COX6B1,"COX6B1 was identified as an important key driver by predictive network analysis in frontal and temporal cortex in KRONOSII cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Kronos, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-27,ENSG00000108528,SLC25A11,"SLC25A11 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-28,ENSG00000241837,ATP5O,"ATP5O was identified as an important key driver by predictive network analysis in frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-29,ENSG00000176658,MYO1D,"MYO1D was identified as an important key driver by predictive network analysis in frontal and temporal cortex in KRONOSII cohort, and Brodmann area 10 in MSBB cohort.",Antagonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Kronos, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-30,ENSG00000186010,NDUFA13,"NDUFA13 was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, Mayo, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS3-1,ENSG00000110436,SLC1A2,"SLC1A2 was identified as an important key driver by predictive network analysis in neuron cells of temporal cortex in MAYO cohort, and microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA"
Community,Chang Lab,PS3-2,ENSG00000051523,CYBA,"CYBA was identified as an important key driver by predictive network analysis in neuron cells of temporal cortex in MAYO cohort, and microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA"
Community,Chang Lab,PS3-3,ENSG00000073969,NSF,"NSF was identified as an important key driver by predictive network analysis in microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Mayo, ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS3-4,ENSG00000131711,MAP1B,"MAP1B was identified as an important key driver by predictive network analysis in microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Mayo, ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS3-5,ENSG00000114573,ATP6V1A,"ATP6V1A was identified as an important key driver by predictive network analysis in microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Mayo, ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS3-6,ENSG00000141540,TTYH2,"TTYH2 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA"
Community,Chang Lab,PS3-7,ENSG00000120733,KDM3B,"KDM3B was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA"
Community,Chang Lab,PS3-8,ENSG00000152413,HOMER1,"HOMER1 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort.",Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA"
Community,Chang Lab,PS3-9,ENSG00000148180,GSN,"GSN was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Antagonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS3-10,ENSG00000146701,MDH2,"MDH2 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Mayo, Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS3-11,ENSG00000078018,MAP2,"MAP2 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS3-12,ENSG00000099622,CIRBP,"CIRBP was identified as an important key driver by predictive network analysis in neuron cells of temporal cortex in MAYO cohort, and microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort.",Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos","Genetics, RNA"
Community,Chang Lab,PS3-13,ENSG00000106976,DNM1,"DNM1 was identified as an important key driver by predictive network analysis in microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and frontal and temporal cortex in KRONOSII cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Mayo, ROSMAP, Kronos","Genetics, RNA, Protein"
Community,Chang Lab,PS3-14,ENSG00000090060,PAPOLA,"PAPOLA was identified as an important key driver by predictive network analysis in neuron cells of temporal cortex in MAYO cohort, and microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal cortex in RUSH cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Rush","Genetics, RNA"
Community,Chang Lab,PS3-15,ENSG00000169902,TPST1,"TPST1 was identified as an important key driver by predictive network analysis in neuron cells of temporal cortex in MAYO cohort, and microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort.",Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos, Rush","Genetics, RNA"
